"cve","mean_counts_7","mean_counts_30","mean_counts_100","mean_counts_14"
"CVE-2019-9053",0.0,0.0,0.0,0.0
"CVE-2019-9081",0.2857142857142857,0.2,0.09,0.21428571428571427
"CVE-2019-9670",288.7142857142857,264.53333333333336,109.01,285.42857142857144
"CVE-2019-9926",0.0,0.0,0.0,0.0
"CVE-2019-9978",2.571428571428572,49.23333333333333,22.11,9.928571428571429
"CVE-2020-0646",0.0,0.0,0.0,0.0
"CVE-2020-10148",47.142857142857146,53.266666666666666,15.98,47.5
"CVE-2020-10199",11.571428571428571,25.23333333333333,12.7,15.714285714285714
"CVE-2020-10204",0.0,1.1,0.44,0.5714285714285714
"CVE-2020-10546",8.857142857142858,12.333333333333334,3.97,11.142857142857142
"CVE-2020-10650",0.0,0.0,0.0,0.0
"CVE-2020-10672",0.0,0.0,0.0,0.0
"CVE-2020-10673",0.0,0.0,0.0,0.0
"CVE-2020-10826",117.71428571428572,118.56666666666666,90.98,108.21428571428571
"CVE-2020-10827",0.0,0.0,0.0,0.0
"CVE-2020-10828",0.0,0.0,0.0,0.0
"CVE-2020-11546",0.1428571428571428,1.1,0.72,0.07142857142857142
"CVE-2020-11738",0.0,0.0,0.0,0.0
"CVE-2020-11978",0.7142857142857143,2.1333333333333333,1.45,0.7142857142857143
"CVE-2020-11991",40.0,27.066666666666663,12.22,27.785714285714285
"CVE-2020-12255",1.7142857142857142,0.5666666666666667,0.17,1.2142857142857142
"CVE-2020-12800",0.0,0.0,0.32,0.0
"CVE-2020-13118",18.714285714285715,9.766666666666667,2.93,20.928571428571427
"CVE-2020-13167",0.0,0.4333333333333333,0.27,0.14285714285714285
"CVE-2020-13671",0.0,0.0,0.0,0.0
"CVE-2020-13756",0.0,0.0,0.0,0.0
"CVE-2020-13921",8.714285714285714,20.03333333333333,10.71,14.142857142857142
"CVE-2020-13937",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2020-13942",9.857142857142858,24.433333333333334,12.75,12.785714285714286
"CVE-2020-13957",0.0,0.0,0.0,0.0
"CVE-2020-14092",7.142857142857143,18.03333333333333,9.36,11.428571428571429
"CVE-2020-14181",0.0,2.8666666666666667,0.89,6.142857142857143
"CVE-2020-14750",1.1428571428571428,5.4,2.79,3.7142857142857144
"CVE-2020-14864",0.8571428571428571,2.2333333333333334,1.55,0.8571428571428571
"CVE-2020-14882",19.428571428571427,129.5,77.78,38.714285714285715
"CVE-2020-1504",0.0,0.0,0.0,0.0
"CVE-2020-15049",0.0,0.0,0.0,0.0
"CVE-2020-15227",28.571428571428573,28.7,15.56,27.928571428571427
"CVE-2020-15311",0.0,0.0,0.7,0.0
"CVE-2020-15320",0.0,0.0,0.0,0.0
"CVE-2020-15505",116.28571428571428,146.8,66.17,127.42857142857143
"CVE-2020-15616",0.0,0.1333333333333333,0.1,0.0
"CVE-2020-15920",0.2857142857142857,1.1333333333333333,0.68,0.21428571428571427
"CVE-2020-17456",7.285714285714286,20.0,10.26,10.785714285714286
"CVE-2020-17496",0.0,0.0,0.0,0.0
"CVE-2020-17518",0.4285714285714285,1.6666666666666667,0.91,0.6428571428571429
"CVE-2020-17530",99.28571428571428,98.36666666666666,49.06,104.07142857142857
"CVE-2020-21224",0.4285714285714285,0.9,0.61,0.2857142857142857
"CVE-2020-24186",0.1428571428571428,3.566666666666667,1.83,1.0
"CVE-2020-24949",8.857142857142858,19.3,10.43,12.0
"CVE-2020-25078",739.7142857142857,456.56666666666666,179.84,687.5714285714286
"CVE-2020-25213",8.857142857142858,26.966666666666665,12.92,14.928571428571429
"CVE-2020-25506",7.571428571428571,28.433333333333334,15.41,10.785714285714286
"CVE-2020-2551",18.0,4.2,1.26,9.0
"CVE-2020-25540",0.4285714285714285,1.2,0.76,0.5
"CVE-2020-26073",22.857142857142858,27.4,11.85,17.357142857142858
"CVE-2020-26217",0.5714285714285714,1.9666666666666663,1.31,0.5714285714285714
"CVE-2020-2625",0.0,0.0,0.0,0.0
"CVE-2020-26258",0.0,0.0,0.0,0.0
"CVE-2020-26259",0.0,0.0,0.0,0.0
"CVE-2020-26728",0.0,0.0,0.0,0.0
"CVE-2020-26919",6.714285714285714,25.33333333333333,13.61,10.428571428571429
"CVE-2020-27128",0.0,5.6,2.44,0.6428571428571429
"CVE-2020-27130",7.285714285714286,1.7,0.51,3.642857142857143
"CVE-2020-28172",0.0,0.1333333333333333,0.04,0.14285714285714285
"CVE-2020-28188",29.857142857142858,13.4,4.98,16.142857142857142
"CVE-2020-28871",3.571428571428572,0.8333333333333334,0.25,1.7857142857142858
"CVE-2020-29583",0.4285714285714285,0.6333333333333333,0.19,0.6428571428571429
"CVE-2020-29597",0.2857142857142857,0.8666666666666667,0.75,0.21428571428571427
"CVE-2020-3452",3064.714285714286,1988.0333333333333,859.73,2437.3571428571427
"CVE-2020-35476",0.1428571428571428,0.3,0.26,0.07142857142857142
"CVE-2020-35713",0.0,0.0,0.0,0.0
"CVE-2020-35729",0.5714285714285714,1.0666666666666669,0.79,0.42857142857142855
"CVE-2020-3580",47.0,127.43333333333334,68.99,111.35714285714286
"CVE-2020-36112",0.0,0.3,0.22,0.0
"CVE-2020-36289",26.285714285714285,30.2,15.65,28.428571428571427
"CVE-2020-3956",0.0,0.0,0.0,0.0
"CVE-2020-5410",109.14285714285714,25.466666666666665,7.64,54.57142857142857
"CVE-2020-5510",0.0,15.7,6.69,2.857142857142857
"CVE-2020-5776",0.0,0.0,0.0,0.0
"CVE-2020-5902",25.571428571428573,65.13333333333334,20.61,48.714285714285715
"CVE-2020-6207",0.0,0.9333333333333332,0.34,0.5714285714285714
"CVE-2020-6287",5.714285714285714,13.133333333333333,3.94,6.214285714285714
"CVE-2020-6754",0.8571428571428571,1.4333333333333331,0.61,1.6428571428571428
"CVE-2020-7209",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2020-7247",12.571428571428571,39.06666666666667,21.09,11.571428571428571
"CVE-2020-7318",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2020-7373",0.0,0.8666666666666667,0.33,0.5
"CVE-2020-7961",0.7142857142857143,2.5,1.57,0.7142857142857143
"CVE-2020-8191",0.0,1.8,0.66,1.0
"CVE-2020-8193",10.571428571428571,32.5,16.45,18.785714285714285
"CVE-2020-8209",95.71428571428572,55.5,22.88,54.642857142857146
"CVE-2020-8515",31.285714285714285,28.2,9.16,20.785714285714285
"CVE-2020-8840",0.0,0.0,0.0,0.0
"CVE-2020-8958",0.0,0.0,0.0,0.0
"CVE-2020-9315",0.4285714285714285,1.4333333333333331,0.95,0.5
"CVE-2020-9484",7.0,1.6333333333333333,0.49,3.5
"CVE-2020-9547",0.0,0.0,0.0,0.0
"CVE-2020-9548",0.0,0.0,0.0,0.0
"CVE-2020-9757",0.0,0.2333333333333333,0.15,0.0
"CVE-2021-1472",0.0,0.0,0.0,0.0
"CVE-2021-1473",0.0,0.0,0.0,0.0
"CVE-2021-1497",0.0,0.0,0.0,0.0
"CVE-2021-1498",5.857142857142857,24.866666666666667,12.1,9.714285714285714
"CVE-2021-1499",13.428571428571429,34.733333333333334,14.42,22.857142857142858
"CVE-2021-20016",2.857142857142857,1.2333333333333334,0.37,2.642857142857143
"CVE-2021-20038",10.0,21.33333333333333,12.19,12.642857142857142
"CVE-2021-20090",0.0,0.0,0.05,0.0
"CVE-2021-20123",0.0,0.0,0.0,0.0
"CVE-2021-20124",0.0,0.2666666666666666,0.21,0.0
"CVE-2021-20167",0.4285714285714285,1.2666666666666666,0.81,0.42857142857142855
"CVE-2021-20837",14.142857142857142,11.766666666666667,4.11,9.142857142857142
"CVE-2021-2109",374.8571428571428,324.43333333333334,136.22,361.85714285714283
"CVE-2021-21315",82.14285714285714,102.3,52.23,90.28571428571429
"CVE-2021-21341",0.0,0.0,0.0,0.0
"CVE-2021-21342",0.0,0.0,0.0,0.0
"CVE-2021-21701",0.0,0.0,0.0,0.0
"CVE-2021-21799",0.0,0.0333333333333333,0.01,0.07142857142857142
"CVE-2021-21800",0.0,0.0333333333333333,0.01,0.07142857142857142
"CVE-2021-21805",0.2857142857142857,1.1,0.71,0.6428571428571429
"CVE-2021-21872",0.5714285714285714,1.6333333333333333,1.14,0.5714285714285714
"CVE-2021-21975",11.0,28.23333333333333,13.79,12.357142857142858
"CVE-2021-21978",9.0,19.73333333333333,10.28,9.071428571428571
"CVE-2021-21985",0.0,0.0,0.0,0.0
"CVE-2021-22054",0.1428571428571428,0.0333333333333333,0.01,0.07142857142857142
"CVE-2021-22502",7.571428571428571,24.23333333333333,13.48,10.857142857142858
"CVE-2021-22893",46.285714285714285,46.73333333333333,21.88,48.5
"CVE-2021-22941",0.0,0.1,0.03,0.0
"CVE-2021-22986",18.428571428571427,77.7,38.75,34.5
"CVE-2021-22987",0.0,0.0,0.0,0.0
"CVE-2021-22991",7.428571428571429,10.166666666666666,4.93,4.785714285714286
"CVE-2021-23758",0.0,0.0,0.0,0.0
"CVE-2021-23792",0.0,0.0,0.0,0.0
"CVE-2021-24245",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2021-24284",0.7142857142857143,1.9666666666666663,1.44,0.7142857142857143
"CVE-2021-24499",0.5714285714285714,1.8666666666666667,1.22,0.5714285714285714
"CVE-2021-24731",0.0,0.0,0.0,0.0
"CVE-2021-24827",0.2857142857142857,1.4,0.96,0.42857142857142855
"CVE-2021-25003",0.4285714285714285,1.4333333333333331,0.94,0.5
"CVE-2021-25282",0.2857142857142857,1.2666666666666666,0.87,0.2857142857142857
"CVE-2021-25296",0.0,0.0,0.14,0.0
"CVE-2021-25646",0.0,5.733333333333333,2.45,0.6428571428571429
"CVE-2021-26084",1.0,2.966666666666667,2.1,1.0714285714285714
"CVE-2021-26085",2.4285714285714284,15.233333333333333,10.92,12.285714285714286
"CVE-2021-26086",0.0,0.0,0.0,0.0
"CVE-2021-26295",0.0,0.0,0.0,0.0
"CVE-2021-26703",0.0,0.0,0.0,0.0
"CVE-2021-26812",18.857142857142858,14.066666666666666,8.27,14.571428571428571
"CVE-2021-26855",149.57142857142858,197.53333333333333,103.16,166.85714285714286
"CVE-2021-27104",0.7142857142857143,1.4333333333333331,0.57,1.0714285714285714
"CVE-2021-27132",2.0,2.1666666666666665,0.81,2.5714285714285716
"CVE-2021-27561",7.571428571428571,20.03333333333333,12.04,9.428571428571429
"CVE-2021-27562",7.571428571428571,19.966666666666665,12.02,9.285714285714286
"CVE-2021-27850",0.0,0.0,0.0,0.0
"CVE-2021-28149",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2021-29203",0.4285714285714285,1.4666666666666666,0.95,0.5
"CVE-2021-29492",0.0,0.0,0.0,0.0
"CVE-2021-30128",0.0,0.0,0.0,0.0
"CVE-2021-30175",0.2857142857142857,1.0333333333333334,0.49,0.21428571428571427
"CVE-2021-3019",0.1428571428571428,0.4333333333333333,0.25,0.21428571428571427
"CVE-2021-30497",0.0,0.1666666666666666,0.13,0.14285714285714285
"CVE-2021-31166",0.0,0.0,0.0,0.0
"CVE-2021-31195",0.0,0.0,0.0,0.0
"CVE-2021-31207",58.42857142857143,95.73333333333332,52.4,61.857142857142854
"CVE-2021-31250",0.0,0.7666666666666667,1.25,1.6428571428571428
"CVE-2021-3129",0.4285714285714285,1.0333333333333334,0.7,0.2857142857142857
"CVE-2021-31589",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2021-31602",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2021-31755",0.5714285714285714,1.6,1.18,0.6428571428571429
"CVE-2021-31805",0.7142857142857143,2.1666666666666665,1.46,0.7142857142857143
"CVE-2021-31856",0.0,0.3333333333333333,0.18,0.0
"CVE-2021-32305",11.714285714285714,7.066666666666666,2.7,10.285714285714286
"CVE-2021-32789",0.0,0.0,0.0,0.0
"CVE-2021-32819",0.0,0.3333333333333333,1.35,0.21428571428571427
"CVE-2021-33357",0.0,0.1666666666666666,0.05,0.07142857142857142
"CVE-2021-33544",22.857142857142858,23.5,11.72,17.785714285714285
"CVE-2021-34429",13.857142857142858,18.03333333333333,7.76,12.142857142857142
"CVE-2021-34473",62.71428571428572,14.633333333333333,4.39,31.357142857142858
"CVE-2021-35064",6.857142857142857,19.6,10.12,13.214285714285714
"CVE-2021-35394",2.857142857142857,9.5,16.02,7.357142857142857
"CVE-2021-35395",8.0,19.9,10.05,12.785714285714286
"CVE-2021-35400",0.1428571428571428,0.6333333333333333,0.19,0.35714285714285715
"CVE-2021-35464",0.0,5.733333333333333,2.48,0.6428571428571429
"CVE-2021-3577",0.0,0.3666666666666666,1.54,0.0
"CVE-2021-36260",41.57142857142857,41.73333333333333,16.35,27.357142857142858
"CVE-2021-36356",39.285714285714285,44.5,17.97,40.857142857142854
"CVE-2021-36380",21.571428571428573,21.9,10.55,17.0
"CVE-2021-36748",0.0,0.0,0.0,0.0
"CVE-2021-36749",0.0,0.0666666666666666,0.02,0.14285714285714285
"CVE-2021-37425",0.0,0.0,0.0,0.0
"CVE-2021-38647",6.285714285714286,27.0,15.07,8.357142857142858
"CVE-2021-39144",15.714285714285714,32.46666666666667,16.4,21.357142857142858
"CVE-2021-39226",0.0,0.3,0.2,0.07142857142857142
"CVE-2021-39312",0.7142857142857143,2.1666666666666665,1.46,0.7142857142857143
"CVE-2021-40438",38.71428571428572,71.53333333333333,43.44,60.714285714285715
"CVE-2021-40539",28.285714285714285,77.46666666666667,43.47,45.714285714285715
"CVE-2021-40655",0.0,0.0,0.0,0.0
"CVE-2021-40870",0.0,24.933333333333334,12.64,0.0
"CVE-2021-41277",70.14285714285714,40.0,17.24,42.142857142857146
"CVE-2021-41291",0.0,0.0,0.0,0.0
"CVE-2021-41653",6.285714285714286,16.466666666666665,8.91,7.5
"CVE-2021-41773",513.2857142857143,504.9,241.97,541.6428571428571
"CVE-2021-41843",0.0,0.0,0.0,0.0
"CVE-2021-42013",43.71428571428572,84.3,40.06,57.642857142857146
"CVE-2021-42071",0.0,0.0,0.0,0.0
"CVE-2021-42237",0.0,0.2333333333333333,0.07,0.21428571428571427
"CVE-2021-43140",0.0,0.0,0.0,0.0
"CVE-2021-43142",0.0,0.0,0.0,0.0
"CVE-2021-43778",0.0,0.4,0.19,0.14285714285714285
"CVE-2021-43798",3638.285714285714,4546.266666666666,1363.88,3321.0714285714284
"CVE-2021-43936",0.0,0.0,0.0,0.0
"CVE-2021-44077",0.0,0.0,0.0,0.0
"CVE-2021-44152",0.0,0.0,0.0,0.0
"CVE-2021-4422",0.0,0.0,0.0,0.0
"CVE-2021-44228",42238.71428571428,40180.3,21056.49,41201.21428571428
"CVE-2021-45046",0.0,0.0,0.0,0.0
"CVE-2021-45232",0.0,0.0,0.0,0.0
"CVE-2021-45382",4.142857142857143,6.5,4.18,4.357142857142857
"CVE-2021-45420",0.5714285714285714,0.5666666666666667,0.27,0.6428571428571429
"CVE-2021-45841",0.0,0.0,0.0,0.0
"CVE-2021-46422",0.0,1.3,1.26,0.5
"CVE-2021-46441",0.0,0.2666666666666666,0.08,0.5714285714285714
"CVE-2022-0265",0.0,0.0,0.0,0.0
"CVE-2022-0540",0.0,0.0,0.0,0.0
"CVE-2022-0543",16.571428571428573,17.266666666666666,8.96,15.642857142857142
"CVE-2022-0592",0.0,0.0,0.0,0.0
"CVE-2022-0773",0.7142857142857143,1.8333333333333333,1.4,0.6428571428571429
"CVE-2022-0781",0.0,0.0,0.0,0.0
"CVE-2022-0836",0.0,0.0,0.0,0.0
"CVE-2022-1040",7.571428571428571,23.83333333333333,14.13,10.357142857142858
"CVE-2022-1388",56.142857142857146,154.83333333333334,91.41,92.14285714285714
"CVE-2022-1813",0.0,0.0,0.0,0.0
"CVE-2022-21587",17.428571428571427,45.766666666666666,23.44,21.714285714285715
"CVE-2022-22242",0.0,2.6333333333333333,0.79,5.642857142857143
"CVE-2022-22536",8.142857142857142,25.133333333333333,13.49,11.142857142857142
"CVE-2022-22834",0.0,0.0,0.0,0.0
"CVE-2022-22947",8.0,22.8,13.49,9.714285714285714
"CVE-2022-22954",11.857142857142858,119.8,46.46,16.5
"CVE-2022-22963",120.71428571428572,150.66666666666666,82.33,133.85714285714286
"CVE-2022-22965",3.2857142857142856,41.86666666666667,12.56,37.142857142857146
"CVE-2022-23131",8.571428571428571,22.266666666666666,13.2,12.785714285714286
"CVE-2022-23134",0.0,0.0,0.0,0.0
"CVE-2022-23463",10.714285714285714,10.8,5.12,11.214285714285714
"CVE-2022-24086",0.0,0.0,0.0,0.0
"CVE-2022-24112",7.0,21.8,11.2,8.357142857142858
"CVE-2022-24193",0.0,0.0,0.0,0.0
"CVE-2022-24219",0.0,0.0,0.0,0.0
"CVE-2022-24220",0.0,0.0,0.0,0.0
"CVE-2022-24221",0.0,0.0,0.0,0.0
"CVE-2022-24222",0.0,0.0,0.0,0.0
"CVE-2022-24251",0.1428571428571428,0.3333333333333333,0.19,0.07142857142857142
"CVE-2022-24260",0.0,0.0,0.0,0.0
"CVE-2022-24716",0.0,0.2666666666666666,0.29,0.14285714285714285
"CVE-2022-24816",0.0,0.0,0.0,0.0
"CVE-2022-2486",0.0,0.3666666666666666,0.32,0.14285714285714285
"CVE-2022-2487",0.5714285714285714,1.1,0.33,0.6428571428571429
"CVE-2022-24990",10.142857142857142,31.0,16.83,20.5
"CVE-2022-25060",0.0,1.2666666666666666,1.09,0.21428571428571427
"CVE-2022-25075",7.285714285714286,19.73333333333333,10.8,11.428571428571429
"CVE-2022-25305",20.714285714285715,28.266666666666666,12.24,25.785714285714285
"CVE-2022-25487",0.2857142857142857,1.0,0.77,0.21428571428571427
"CVE-2022-26134",14735.142857142857,11975.433333333332,6639.21,13298.42857142857
"CVE-2022-26138",0.2857142857142857,1.0333333333333334,0.76,0.42857142857142855
"CVE-2022-26352",8.285714285714286,22.2,13.13,9.571428571428571
"CVE-2022-26536",0.0,0.0,0.0,0.0
"CVE-2022-26564",0.0,0.0,0.0,0.0
"CVE-2022-26833",0.4285714285714285,1.0333333333333334,0.67,0.2857142857142857
"CVE-2022-27166",0.0,0.0,0.0,0.0
"CVE-2022-27255",2.571428571428572,1676.9333333333334,1014.45,11.785714285714286
"CVE-2022-27593",0.0,0.0,0.0,0.0
"CVE-2022-27925",0.4285714285714285,1.0333333333333334,0.81,0.2857142857142857
"CVE-2022-27926",0.0,0.0,0.0,0.0
"CVE-2022-28102",0.0,0.0,0.0,0.0
"CVE-2022-28219",9.714285714285714,22.266666666666666,11.1,14.571428571428571
"CVE-2022-28363",0.0,0.0,0.0,0.0
"CVE-2022-28491",0.0,0.0,0.0,0.0
"CVE-2022-28495",0.0,0.0,0.0,0.0
"CVE-2022-29078",0.2857142857142857,0.3333333333333333,0.2,0.2857142857142857
"CVE-2022-29303",8.285714285714286,18.1,9.86,10.785714285714286
"CVE-2022-29464",0.1428571428571428,1.2,0.83,0.2857142857142857
"CVE-2022-29548",0.0,0.0,0.0,0.0
"CVE-2022-30190",0.0,0.0,0.0,0.0
"CVE-2022-30525",7.0,17.1,5.79,10.928571428571429
"CVE-2022-30776",0.0,0.0,0.0,0.0
"CVE-2022-30813",17.428571428571427,26.266666666666666,11.27,25.857142857142858
"CVE-2022-30814",0.0,0.0,0.0,0.0
"CVE-2022-30816",0.0,0.0,0.0,0.0
"CVE-2022-31061",0.0,0.0,0.0,0.0
"CVE-2022-31137",0.2857142857142857,1.7333333333333334,1.24,0.42857142857142855
"CVE-2022-31474",0.2857142857142857,1.5,1.03,0.42857142857142855
"CVE-2022-31499",0.0,0.0,0.0,0.0
"CVE-2022-31573",69.0,41.4,15.82,51.57142857142857
"CVE-2022-31574",0.0,0.0,0.0,0.0
"CVE-2022-31575",0.0,0.0,0.0,0.0
"CVE-2022-31576",0.0,0.0,0.0,0.0
"CVE-2022-31580",0.0,0.0,0.0,0.0
"CVE-2022-31582",0.0,0.0,0.0,0.0
"CVE-2022-31583",0.0,0.0,0.0,0.0
"CVE-2022-31585",0.0,0.0,0.0,0.0
"CVE-2022-31587",0.0,0.0,0.0,0.0
"CVE-2022-31814",0.0,0.2666666666666666,0.21,0.0
"CVE-2022-31874",0.0,0.0,0.0,0.0
"CVE-2022-32007",0.0,0.0,0.0,0.0
"CVE-2022-32025",0.0,0.0,0.0,0.0
"CVE-2022-32026",0.0,0.0,0.0,0.0
"CVE-2022-32028",0.0,0.0,0.0,0.0
"CVE-2022-32092",0.0,0.0,0.0,0.0
"CVE-2022-32214",0.0,0.0,0.0,0.0
"CVE-2022-3361",0.0,0.0,0.0,0.0
"CVE-2022-33980",0.0,0.0,0.0,0.0
"CVE-2022-3416",1.1428571428571428,2.833333333333333,1.77,1.2857142857142858
"CVE-2022-34538",0.0,0.0,0.0,0.0
"CVE-2022-34753",0.2857142857142857,0.9666666666666668,0.6,0.2857142857142857
"CVE-2022-35519",0.0,0.0,0.0,0.0
"CVE-2022-35914",20.714285714285715,21.633333333333333,10.58,22.0
"CVE-2022-36755",0.7142857142857143,2.3,1.61,0.6428571428571429
"CVE-2022-36804",0.0,0.2666666666666666,0.13,0.5714285714285714
"CVE-2022-36923",0.0,0.0,0.0,0.0
"CVE-2022-37055",77.0,56.16666666666666,91.86,44.357142857142854
"CVE-2022-37056",0.0,0.0,0.0,0.0
"CVE-2022-37109",2.571428571428572,3.5,1.1,3.2857142857142856
"CVE-2022-39952",2.4285714285714284,3.933333333333333,1.39,1.2142857142857142
"CVE-2022-40022",0.0,0.0,0.0,0.0
"CVE-2022-4060",0.4285714285714285,1.4666666666666666,0.96,0.42857142857142855
"CVE-2022-40624",0.0,0.0,0.0,0.0
"CVE-2022-40684",9.142857142857142,17.133333333333333,5.28,12.928571428571429
"CVE-2022-40851",0.0,0.0,0.0,0.0
"CVE-2022-42233",0.0,0.0,0.0,0.0
"CVE-2022-42889",0.1428571428571428,0.3,0.22,0.07142857142857142
"CVE-2022-43551",0.0,0.0333333333333333,0.01,0.07142857142857142
"CVE-2022-43769",0.1428571428571428,0.0333333333333333,0.01,0.07142857142857142
"CVE-2022-43939",0.0,0.2666666666666666,0.18,0.0
"CVE-2022-44268",0.0,0.0,0.02,0.0
"CVE-2022-44877",0.0,0.8333333333333334,0.67,0.0
"CVE-2022-46552",0.0,0.0,0.0,0.0
"CVE-2022-46888",15.428571428571429,6.866666666666666,2.36,10.428571428571429
"CVE-2022-47966",3.571428571428572,3.8666666666666663,2.51,2.857142857142857
"CVE-2022-47986",0.5714285714285714,2.2,1.48,0.6428571428571429
"CVE-2022-48323",0.0,0.0,0.0,0.0
"CVE-2022-4855",0.0,0.0,0.0,0.0
"CVE-2023-0448",0.0,0.0,0.0,0.0
"CVE-2023-0669",49.142857142857146,45.0,19.67,47.857142857142854
"CVE-2023-1389",0.5714285714285714,122.13333333333334,36.91,0.9285714285714286
"CVE-2023-1671",0.0,0.0,0.0,0.0
"CVE-2023-20073",0.0,0.0,0.0,0.0
"CVE-2023-20887",0.0,0.0,0.0,0.0
"CVE-2023-23294",0.0,0.0,0.0,0.0
"CVE-2023-23492",0.0,0.0,0.0,0.0
"CVE-2023-23752",0.2857142857142857,0.9333333333333332,0.45,0.8571428571428571
"CVE-2023-24154",0.0,0.0,0.0,0.0
"CVE-2023-24159",0.0,0.0,0.0,0.0
"CVE-2023-24322",0.0,0.0,0.0,0.0
"CVE-2023-24488",0.0,0.0,0.0,0.0
"CVE-2023-24749",6.428571428571429,6.766666666666667,2.16,6.785714285714286
"CVE-2023-25690",3.857142857142857,4.066666666666666,1.71,4.5
"CVE-2023-25717",0.1428571428571428,0.6,0.18,0.35714285714285715
"CVE-2023-26609",0.0,0.2,0.06,0.0
"CVE-2023-26801",0.0,0.0,0.0,0.0
"CVE-2023-27350",36.42857142857143,36.93333333333333,15.24,42.214285714285715
"CVE-2023-27351",0.0,0.0,0.0,0.0
"CVE-2023-27997",9.285714285714286,2.1666666666666665,0.65,4.642857142857143
"CVE-2023-28343",0.4285714285714285,1.0333333333333334,0.7,0.42857142857142855
"CVE-2023-28432",0.2857142857142857,0.7333333333333333,0.47,0.21428571428571427
"CVE-2023-28771",0.0,0.0,0.0,0.0
"CVE-2023-29298",0.0,0.0,0.0,0.0
"CVE-2023-29489",16.428571428571427,18.566666666666663,6.88,29.785714285714285
"CVE-2023-29708",0.0,0.0,0.0,0.0
"CVE-2023-30403",0.0,0.0,0.0,0.0
"CVE-2023-31856",0.0,0.0,0.0,0.0
"CVE-2023-32243",0.2857142857142857,0.1333333333333333,0.04,0.2857142857142857
"CVE-2023-34362",0.0,0.5333333333333333,0.16,0.0
"CVE-2023-34960",0.0,0.0,0.0,0.0
"CVE-2023-35042",0.0,0.0,0.0,0.0
"CVE-2023-35078",0.0,0.0,0.0,0.0
"CVE-2023-35082",0.0,0.0,0.0,0.0
"CVE-2023-3519",0.0,0.0,0.0,0.0
"CVE-2023-35885",0.0,0.0,0.0,0.0
"CVE-2023-36457",0.0,0.0,0.0,0.0
"CVE-2023-36844",0.0,0.0,0.0,0.0
"CVE-2023-36846",0.0,0.0,0.0,0.0
"CVE-2023-36847",0.0,0.0,0.0,0.0
"CVE-2023-38205",0.0,0.0,0.0,0.0
"cve-2018-12464",0.0,0.0,0.0,0.0
"cve-2018-12636",0.0,0.0,0.0,0.0
